address,year,day,length,weight,count,looped,neighbors,income,label
1CfvXZuzF9tZzHSYchgquzurQWoVBVKXkd,2016,218,16,0.03125,1,0,1,2e+08,princetonLocky
1CfW1vnV93jBmHuiBQ9VKRn4H8HQEqBfDu,2016,95,144,0.0949867599216188,796,0,2,4.1e+08,princetonLocky
1CFw62er6ZVq73FvaZ2wtvA1rSKhD98DRH,2016,287,0,0.125,1,0,2,78850000,princetonCerber
1CFwijzkVtUvKtXwZtg8aF8o14UpY8Dibg,2017,12,4,0.25,1,0,2,1e+08,princetonCerber
1CFwT2X4wp7DsDegHUYDJgE7UbGbkALxbm,2016,79,4,0.0555555555555556,1,0,1,5e+07,princetonLocky
1CfXF3Hq7brB6gM9tjnPwmR2NhsZEvGKfb,2013,312,2,0.5,1,0,1,1e+08,montrealCryptoLocker
1CFyoqxDRZkKbx7GVExUwncFTfDyDA9Atu,2016,303,2,0.0625,1,0,2,8e+07,princetonCerber
1CfyrpCCsKfYfDZmLYmrGLXr6CXRus5NDp,2016,147,144,0.00366913617896416,1929,0,1,2e+08,princetonLocky
1CFYsbRFrSdy4pqxkyBzumz2kPe5ca5Nhc,2014,69,0,2,2,0,2,2.54e+08,paduaCryptoWall
1CFYsbRFrSdy4pqxkyBzumz2kPe5ca5Nhc,2014,70,0,2,2,0,2,1.5e+08,paduaCryptoWall
1CFYtfbFUUDFAN3qq6fDLgjiPR7quPVkPW,2017,6,144,3.88873292151304e-05,7640,0,2,5.6e+07,princetonCerber
1CfZYZXYZ8fzxZRxhq3eFzJK3rqNz5Rzev,2015,95,4,0.5,1,0,1,2.03e+08,paduaCryptoWall
1CfZYZXYZ8fzxZRxhq3eFzJK3rqNz5Rzev,2015,88,2,0.333333333333333,1,0,1,2.8e+08,paduaCryptoWall
1CfZYZXYZ8fzxZRxhq3eFzJK3rqNz5Rzev,2015,19,4,0.0416666666666667,1,0,1,2.5e+08,paduaCryptoWall
1CfZYZXYZ8fzxZRxhq3eFzJK3rqNz5Rzev,2015,34,6,0.0625,1,0,1,2.33e+08,paduaCryptoWall
1CfZYZXYZ8fzxZRxhq3eFzJK3rqNz5Rzev,2015,22,8,0.75,2,0,2,3.18e+08,paduaCryptoWall
1CfZYZXYZ8fzxZRxhq3eFzJK3rqNz5Rzev,2015,61,20,1.276,4,0,1,2e+08,paduaCryptoWall
1CGAm7zZkoUEXYXpccsY1x9pAATtye9Zad,2016,325,0,0.0714285714285714,1,0,2,53910000,princetonCerber
1CgATxj7PmUmUd51irwcVHsK3kCfyxHBnQ,2016,92,20,0.00078125,1,0,2,1.5e+08,princetonLocky
1CGBzwJ4YYJ1XJh8W6Lqgt4672R8cUyt3V,2016,313,18,0.03125,1,0,2,1e+08,princetonCerber
1CGcPeNN9bGxAtCLVZ44fqtY6JmNDkvkN2,2016,357,4,0.125,2,0,2,146760000,princetonCerber
1CgD9eHj75MP1thzhqU1nEb5jyjkYfMMbK,2014,184,2,0.25,1,0,2,145535497,paduaCryptoWall
1CgD9eHj75MP1thzhqU1nEb5jyjkYfMMbK,2014,182,144,5.56659508987631,1649,1206,13,1872980000,paduaCryptoWall
1CgD9eHj75MP1thzhqU1nEb5jyjkYfMMbK,2014,181,0,1,1,0,1,1.64e+08,paduaCryptoWall
1CgD9eHj75MP1thzhqU1nEb5jyjkYfMMbK,2014,183,80,2.02083333333515,4,0,4,518010000,paduaCryptoWall
1CGdXQGvg6PmnfMS88aVCq9zurxHmadc1k,2016,90,2,0.5,1,0,1,1.5e+08,princetonLocky
1Cgfkt1uD4gagVXwZPoeJe79zJTKQDCuZi,2016,144,118,3.72529029846191e-09,1,0,2,1e+08,princetonCerber
1CGg66gw3pJWMfe7ucNxcQqEG3uxw6ya6V,2016,78,0,1,1,0,1,5e+07,princetonLocky
1Cggm5xDc1FzxFJxqrPo9ZsHXBCmu6aWAS,2016,265,144,0.30004258655545,5151,1914,3,3e+08,princetonLocky
1CGJTkjEHrpLxCj2i24ksQ4XUrUKYAm8o2,2016,258,144,0.0526640675038221,984,0,2,2e+08,princetonCerber
1CGLPueM7Rc2bejdBV5AAX8vttW4mKWavi,2016,153,8,0.065625,2,0,2,123020000,princetonCerber
1CGMdMbno26BXHADLXaQkAxqvVv4WhF5KC,2016,301,20,0.0009765625,1,0,2,8e+07,princetonCerber
1CGMjNi8DgQWSNGJoFibhkDcjJpNzadRbs,2016,133,2,0.0238095238095238,1,0,2,1.5e+08,princetonLocky
1CgoxgpvuTUsboiRPhg4Bth2keu3AUqCLL,2017,195,2,0.5,1,0,2,5e+07,princetonCerber
1CgPdR1NwSa1tcfTkEDCcyFhvJhwbS7VDP,2016,246,10,1.46388888888889,11,6,2,2e+08,princetonCerber
1cgpEyuLprrfecL67zahpQkTTtc7ZTpPB,2016,222,22,0.001953125,1,0,2,87910000,princetonCerber
1Cgpj69A97jqecfHorB4UzzvF41xyF5HaD,2016,133,116,0.0001220703125,1,0,1,1.5e+08,princetonLocky
1CgPjiKbG5yMMUaJB4Z4WTSagcWFbs27Eq,2016,83,2,0.5,1,0,1,5.1e+08,princetonLocky
1CgPSk5uNyNRZXE1QvQLdou46cuq2qu3fg,2016,92,144,2.02679842074075e-08,333,0,2,1.25e+08,princetonCerber
1CgPV4uH4u4Xbt69vpawHvAJhp1WQxQEXq,2016,49,0,1,1,0,1,1e+08,princetonLocky
1CGuR9zp1e6cYEUNgPBFTsPHC5fw9MBne8,2014,75,24,0.0078125,1,0,1,155690000,paduaCryptoWall
1CGuR9zp1e6cYEUNgPBFTsPHC5fw9MBne8,2014,80,144,2.25141623431528,2035,2,2,4.6e+08,paduaCryptoWall
1CGuR9zp1e6cYEUNgPBFTsPHC5fw9MBne8,2014,77,62,1.09383138020833,11,0,1,212152834,paduaCryptoWall
1CGuR9zp1e6cYEUNgPBFTsPHC5fw9MBne8,2014,79,4,1,1,0,1,59400000,paduaCryptoWall
1CGW4cNwoMsFAo9XFL6HxBUVZLbKobA4zm,2016,266,0,0.5,1,0,2,8e+07,princetonCerber
1CGwi71ynoPCjmuRZoTPT6jZ5c1aCWeAuR,2016,203,110,0.03125,1,0,2,91650000,princetonCerber
1CGWqyh7LhT5UUErNCEVmJ1DMvtVzBPSC3,2017,17,2,0.5,1,0,2,70020000,princetonCerber
1Ch3JHQtLEQR4a5YuBSbXHGkbar9pkp3jj,2016,182,144,1.10778726945856,5136,0,2,81053525,princetonLocky
1Ch5r7XVDBcinJKWWkCaPu4RJNyrz3hjnh,2016,156,0,0.5,1,0,2,1.2e+08,montrealCryptXXX
1Ch5r7XVDBcinJKWWkCaPu4RJNyrz3hjnh,2016,157,0,0.111111111111111,1,0,3,2.4e+08,montrealCryptXXX
1Ch61B3f3USmhdwuCApkmwz6Yox1SmdGUq,2017,181,22,0.0078125,1,0,2,5e+07,princetonCerber
1CH8vWSinaEKJTAYFSzx3PeByn1Z4RQdip,2013,356,6,1,1,0,1,5e+07,montrealCryptoLocker
1CHCGD9gBrU4vv4kkYN2S3H5HahokYEtJ8,2016,168,22,0.625,2,0,2,2.4e+08,montrealCryptXXX
1ChdiWsRrMfPA259TzGnCoygXqZ9aK8XEp,2016,242,144,0.0463869861956006,3434,0,1,3e+08,princetonLocky
1CHeKkmY3C4sHrz3Zi5mtzuNetvHR2HbKS,2014,93,18,0.125,1,0,2,52100000,paduaCryptoWall
1ChFnJnsSoXn1E9bDFB9bPt6iEmL7cL4va,2017,51,12,0.251550099206349,5,4,1,7.5e+07,princetonCerber
1CHGevvqcJ29BoWH1BCxvfHuuwvcY2ah5k,2016,284,6,0.25,1,0,1,2.5e+08,montrealDMALockerv3
1CHGevvqcJ29BoWH1BCxvfHuuwvcY2ah5k,2016,270,0,0.5,1,0,1,2.5e+08,montrealDMALockerv3
1CHGevvqcJ29BoWH1BCxvfHuuwvcY2ah5k,2016,271,16,0.125,2,0,1,2.5e+08,montrealDMALockerv3
1CHGevvqcJ29BoWH1BCxvfHuuwvcY2ah5k,2016,273,4,0.75,3,0,1,5e+08,montrealDMALockerv3
1CHGevvqcJ29BoWH1BCxvfHuuwvcY2ah5k,2016,282,0,0.5,1,0,1,2.5e+08,montrealDMALockerv3
1ChgSncYJawEWE2jbDEQmLsgfeq6NpkWVi,2015,164,0,0.5,1,0,1,2.22e+08,paduaCryptoWall
1ChgSncYJawEWE2jbDEQmLsgfeq6NpkWVi,2015,152,144,0.0962256397175383,1693,0,2,2.17e+08,paduaCryptoWall
1ChgSncYJawEWE2jbDEQmLsgfeq6NpkWVi,2015,148,4,1,3,0,1,2.13e+08,paduaCryptoWall
1CHGvCwEG9Dosk7MNwV92mpwosCSAWas7F,2016,145,12,0.1875,2,0,2,140870000,princetonCerber
1ChHMXUs6b3TwvBnUR3M7Q5iAvfHrGeitS,2016,307,0,0.5,1,0,2,1e+08,princetonCerber
1ChhPDAbgnE7yq7UitMnoW3JQnkmt344ds,2016,258,12,0.25,1,0,1,2.5e+08,montrealDMALockerv3
1CHka7oK5AgpdVjq4CoYEcNSr2KGaE5YaG,2017,181,0,1,1,0,2,5e+07,princetonCerber
1ChMo3hx5rkKmdDbCRGfQsYZkCs434xZna,2017,54,144,1.51916029081054,6719,0,2,8e+07,princetonCerber
1ChmXhLWFLHPs8mBh4j4Kx76KAhmHRwXx1,2017,79,16,0.0625,1,0,2,1e+08,princetonCerber
1CHNcNabAyQHGGaVHwpe57ZpeaWZRpkzvD,2016,149,14,0.00390625,1,0,2,1.25e+08,princetonCerber
1ChNwJg482Xg6mGstsNkKLHEDrgz7B2oD,2017,159,8,0.0555555555555556,1,0,2,4e+07,princetonCerber
1ChNyZf5CZpmptycEPTURqGc9TSZuenPqn,2013,311,0,1,1,0,2,87498112,montrealCryptoLocker
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,189,4,1.2,2,0,2,377100000,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,279,16,0.109375,3,0,1,3e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,190,16,0.641666666666667,6,0,2,362618405,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,210,0,0.5,1,0,1,1.79e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,177,10,0.0189732142857143,3,0,2,2.08e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,296,10,0.05,1,0,1,8.3e+07,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,187,10,0.25,1,0,1,1.92e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,195,26,0.0150829475308642,11,0,1,1.82e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,203,0,0.5,1,0,1,1.69e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,197,144,1.25395651424655,1113,0,3,5.7e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,215,0,0.5,1,0,2,1.82e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,291,18,0.125,2,0,1,1.88e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,205,6,0.0868055555555556,4,0,1,1.86e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,179,8,0.03125,1,0,1,2.08e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,280,144,0.00614955365075144,2302,0,1,2.1e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,188,4,0.25,1,0,1,187160771,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,253,4,0.078125,5,0,1,3.04e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,201,8,0.0625,1,0,1,1.89e+08,paduaCryptoWall
1ChoQ63jacHSdXL4pEdNDuiqQFEZTuBwEB,2015,191,144,0.00184873441088438,2199,0,1,1.9e+08,paduaCryptoWall
1CHousVo6PDYG5G1QTowXy7DLe3HN9Zihf,2016,184,144,1.66211069624228,3475,0,1,7e+07,montrealCryptXXX
1CHpdHbQh9L8WnivREJk6eTRfWWBkGDTqP,2017,90,24,0.046875,2,0,2,100050000,princetonCerber
1ChR6DRgGiMLeBsXJq9c4YMpBivAdPK8ng,2016,155,24,0.00390625,1,0,2,1.2e+08,montrealCryptXXX
1ChR8THLu5f1Y7qZqLhZDfhTrNLcH2Pio9,2016,70,2,1,1,0,1,2e+08,princetonLocky
1CHrVZwmUpr6snBbMBEMiRayhBeEMNmfu5,2016,287,28,0.00048828125,1,0,2,1e+08,princetonCerber
1CHS1dv6tCSzkifnsSGytPrwLBHQsuR5QR,2016,356,2,0.5,1,0,2,8e+07,princetonCerber
1CHSH3TPmUMNjugPUhNJrXA9h5WdFR4b2T,2016,127,4,0.125,1,0,1,135490000,princetonCerber
1CHstZoauvDsmoXPnwW3UWF8kEemK98Cvb,2013,315,0,0.5,1,0,2,5e+07,montrealCryptoLocker
1ChsychLd25Bcmicqn6mmC5xcyY2SAtCV5,2016,253,4,0.015625,1,0,2,77090000,princetonCerber
1ChuFLsVVjNzPCFT2thgaL7BUbmj3FFxjZ,2016,238,40,3.0517578125e-05,1,0,2,89460000,princetonCerber
1CHuX4eAJfj3eg5PB5ufzvXzmuah1NTNG1,2016,304,2,0.00492610837438424,2,0,2,200005000,princetonCerber
1ChxHxrmWhCfJFePV2r9ABtpRkfmBDf7QX,2016,267,144,0.302119103568098,2334,0,2,133980000,princetonCerber
1Chy6n83R8gknMK5jYMAjBSRW3pdBNoNCr,2013,347,46,0.725914849175347,15,0,1,3e+07,montrealCryptoLocker
1ChzSXxWHJBztZ5F8bm3Qzp8aAQkdACEm1,2012,231,0,1,1,0,2,9.9e+07,montrealCryptoLocker
1ChzSXxWHJBztZ5F8bm3Qzp8aAQkdACEm1,2012,263,142,0.37890625,6,6,3,132500000,montrealCryptoLocker
1ChzSXxWHJBztZ5F8bm3Qzp8aAQkdACEm1,2013,197,2,0.5,1,0,2,106100000,montrealCryptoLocker
1CHztBsCqHabNdDg5yiPTFgw9B4xP2pSSS,2014,118,4,0.25,1,0,1,119990000,paduaCryptoWall
1CHztBsCqHabNdDg5yiPTFgw9B4xP2pSSS,2014,105,32,2.14334705075446e-05,11,0,1,320800000,paduaCryptoWall
1CHztBsCqHabNdDg5yiPTFgw9B4xP2pSSS,2014,78,2,0.25,1,0,1,97900000,paduaCryptoWall
1CHztBsCqHabNdDg5yiPTFgw9B4xP2pSSS,2014,114,144,0.126078619681386,1526,14,2,360800000,paduaCryptoWall
1Ci3kSS59KRGew4MoShMycSLNro5VyCdfc,2016,85,0,1,1,0,2,1e+08,princetonLocky
1Ci7zndBcT2dbe27TSQfT6NXsNtJ19dggW,2016,101,4,0.0714285714285714,1,0,1,4.1e+08,princetonLocky
1Ci8yrgMKP7LDyLNqPjp6oB8eVjxDhQujC,2017,111,144,0.264882322199206,6933,0,2,40740000,princetonCerber
1CiCNBvcuvgqoPZZ6VKJoksZP2TBnrAdP6,2015,72,6,0.5,1,0,1,1.75e+08,paduaCryptoWall
1CiCNBvcuvgqoPZZ6VKJoksZP2TBnrAdP6,2015,64,22,0.000244140625,1,0,1,184138617,paduaCryptoWall
1CiDZFjdWXbLjZj1y1TCiCrygUjTvqgZLD,2013,357,28,0.000108506944444444,1,0,1,5e+07,montrealCryptoLocker
1CiFrPorgyAX2MUSE2w1UXxGhhX5UpoXQs,2016,321,4,0.0714285714285714,1,0,2,8e+07,princetonCerber
1CifrzvS81mRpFjnqGL4izzAMcketnUD2W,2016,281,2,0.25,1,0,2,8e+07,princetonCerber
1CifYheiEmu8NHo8rfy7FY96fVNcATNYgG,2016,160,144,1.23492559326346,5294,3818,2,36940782,montrealCryptXXX
1CiHQADy3LTTrapuLDWKZaqZbQppS8WU3G,2016,159,2,0.25,1,0,2,1.2e+08,montrealCryptXXX
1CiMWzLpg4LWu2CjxpUcv7D13ju1SG1rXn,2017,54,32,0.00390625,1,0,2,8e+07,princetonCerber
1Cin19exPxd2ebJEXQJYXMUTotimkKz2uK,2016,215,144,0.0161676325782985,4436,0,2,51598779,princetonCerber
1CiNG9dqJkMSVQo8j7Jp2aM3PqJm1LYz3R,2017,131,0,0.5,1,0,2,59170000,princetonCerber
1Cipv6z4pNayqY5Es9yXhVMmR7f5VnKpc4,2016,365,6,0.03125,1,0,2,7e+07,princetonCerber
1Cira6Gc259bghtu6SQb2ZvBp1p3zoDFVe,2013,281,0,1,1,0,2,194361589,montrealCryptoLocker
1Cira6Gc259bghtu6SQb2ZvBp1p3zoDFVe,2013,163,0,1,1,0,2,33382488,montrealCryptoLocker
1Cira6Gc259bghtu6SQb2ZvBp1p3zoDFVe,2013,280,2,0.5,1,0,2,82650904,montrealCryptoLocker
1Cira6Gc259bghtu6SQb2ZvBp1p3zoDFVe,2013,133,4,0.00513698630136986,24,0,2,3e+08,montrealCryptoLocker
1Cira6Gc259bghtu6SQb2ZvBp1p3zoDFVe,2013,189,26,0.125,1,0,2,45812272,montrealCryptoLocker
1Cira6Gc259bghtu6SQb2ZvBp1p3zoDFVe,2013,142,0,1,1,0,2,37879250,montrealCryptoLocker
1CiSxKMAv7LmmbAU1LHJ4iwHKjc8hsg4d,2017,6,144,0.00107756148820819,6199,0,2,58410000,princetonCerber
1CiuTs3immqT7ww5DJL53EFGEfi3JwkKgy,2017,194,8,0.00078125,1,0,2,4e+07,princetonCerber
1CixhofzFTi8nfamVCAB2z9qkjm3f3CbYX,2016,355,144,0.649614169634774,600,245,2,1.4e+08,princetonCerber
1CizDDC4xg4HQK8joJJEUearmRQYKrh2KV,2016,134,16,0.03125,1,0,1,1.5e+08,princetonLocky
1CiZtAgqcLxNTi9Sjh7rRfYB9Zf8BHMWPc,2017,111,0,1,1,0,2,40420000,princetonCerber
1Cj1DsHgzRey51MFGannhCuyzzPDtjscaU,2016,286,0,1,1,0,2,99994968,princetonCerber
1Cj1DsHgzRey51MFGannhCuyzzPDtjscaU,2016,301,0,1,1,0,2,57435961,princetonCerber
1Cj5EUU8yP8AVkqs8xFx8t87GMvyLNYPTL,2014,86,14,0.502314814814815,2,0,4,1.55e+09,paduaCryptoWall
1Cj5EUU8yP8AVkqs8xFx8t87GMvyLNYPTL,2014,73,144,0.800699532884315,1025,19,4,6287950000,paduaCryptoWall
1Cj5EUU8yP8AVkqs8xFx8t87GMvyLNYPTL,2014,66,144,5.4678865038491,1905,1900,2,4904786802,paduaCryptoWall
1Cj5EUU8yP8AVkqs8xFx8t87GMvyLNYPTL,2014,80,144,0.586180608292263,2078,2051,1,4349883960,paduaCryptoWall
1Cj7bpDf7JzhuKq5eiKXXsgBeouNudwDXP,2017,14,144,0.0108525070469476,2110,0,2,1e+08,princetonCerber
1CJacKrEGFL7eTkXC7Em2gsmX5K7nSRKf3,2016,267,0,0.5,1,0,1,3e+08,princetonLocky
1CJanmQRbPcF8duwnvQxgBZc1WUTEPXV8R,2017,79,4,0.25,1,0,2,8e+07,princetonCerber
1CJbs3pHFuRmmAuu5RZxQQoUyTrfS6Stv7,2016,190,6,0.125,1,0,2,1e+08,princetonCerber
1CjbVeM2sBK31hq5adcNTMxakuwicck24m,2017,49,2,0.5,1,0,2,6e+07,princetonCerber
1CjcC8gd6GjDzHuLHvuXhpAJG4GqWGhvfW,2016,256,0,1,1,0,1,4e+08,princetonLocky
1CjcyKowFN8FmAQW5ZUEdxS88co2pHTu1y,2016,83,144,0.0992240811447052,1786,0,1,5e+07,princetonLocky
1Cjdc7Ks6fmyGcf8AJSxqpCC7z6apyhrD9,2016,179,8,0.03125,1,0,2,8e+07,princetonCerber
1CjdXQD5ucy6nEwjDVzdSDepbtZkM74fiW,2013,352,138,0.432544912678503,4359,0,1,49990000,montrealCryptoLocker
1CjE4u6zsfwiqsAxFfan4kheWvMUi32yD4,2016,73,144,0.556857026805433,5066,0,1,2e+08,princetonLocky
1CjevsnB8CJsb76AcTXwK9UCySemVUp8ic,2015,166,10,0.00104166666666667,1,0,1,2.17e+08,paduaCryptoWall
1CjevsnB8CJsb76AcTXwK9UCySemVUp8ic,2015,162,8,0.0556640625,5,0,1,2.2e+08,paduaCryptoWall
1CjevsnB8CJsb76AcTXwK9UCySemVUp8ic,2015,156,12,0.000925925925925926,1,0,1,225345137,paduaCryptoWall
1CjevsnB8CJsb76AcTXwK9UCySemVUp8ic,2015,173,0,0.5,1,0,1,2.08e+08,paduaCryptoWall
1CjevsnB8CJsb76AcTXwK9UCySemVUp8ic,2015,175,144,0.0592235792539796,1566,0,1,1.9e+08,paduaCryptoWall
1CjFG1ut9feQ6DyB721j29FJLt9xMJLaGz,2016,198,144,0.583402185145365,1084,0,1,2e+08,princetonLocky
1CJgQ1N9QKczpmZNhYkbBpfiu1BrXmQYQE,2014,133,6,0.666666666666667,3,0,1,49980000,paduaCryptoWall
1CJgQ1N9QKczpmZNhYkbBpfiu1BrXmQYQE,2014,80,2,0.5,1,0,2,67349980,paduaCryptoWall
1CJgQ1N9QKczpmZNhYkbBpfiu1BrXmQYQE,2014,92,0,0.5,1,0,2,7.6e+07,paduaCryptoWall
1CJgQ1N9QKczpmZNhYkbBpfiu1BrXmQYQE,2014,98,8,0.000654450261780105,1,0,2,7.7e+07,paduaCryptoWall
1CjisXAFpioecjoPy3sJtCmbU29Zrft3de,2017,189,4,0.125,1,0,2,5e+07,princetonCerber
1CjmgijqdbReMZyP8GewZNpSeqYs8pw2cK,2014,95,2,0.5,1,0,2,1e+08,paduaCryptoWall
1CjmgijqdbReMZyP8GewZNpSeqYs8pw2cK,2014,80,4,1,1,0,2,4e+07,paduaCryptoWall
1CJoByHEYp5EAM5tyE4nbVtDcriF6G2Htk,2016,129,0,0.5,1,0,2,7.5e+07,princetonCerber
1CjovsERQeDpf8SrXSG2RvaEdPEduoVkhx,2017,24,0,0.5,1,0,2,1e+08,princetonCerber
1CJqQ6QkM2yqyApZQBbKyZadS9VDBeb5cQ,2016,259,144,0.511917865688673,4910,3525,1,4e+08,princetonLocky
1CjSGnkNbJEFNg8pxNS4mEfymgtPhaPazZ,2016,364,2,0.25,1,0,2,133870000,princetonCerber
1CJstVyNCaVcZ8gMFeW8N4w85BbuEdRNay,2016,89,2,1,2,0,1,3e+08,princetonLocky
1CjsXr9HyrFUZErAkvHBX6ZoQk9t3ekYMh,2016,165,144,0.084821428635777,8552,0,2,2.4e+08,montrealCryptXXX
1CjSyBQK7vQyFuvqXX5YWP1cxWYe3CG27D,2016,359,144,0.0268390244648851,4115,0,2,48170000,princetonCerber
1CJTK96xQfRD23KCDtRypmi3bwcHrKTKxx,2016,83,2,0.5,1,0,1,299990000,princetonLocky
1CjUowKFHKavWBZiYTXsbzDEXLbpYWtLXp,2017,101,28,0.000260416666666667,3,0,2,1e+08,princetonCerber
1CjuQdVJCg9gXVfFj62X33TfmfhtjjWu9m,2014,122,0,1,1,0,1,3.1e+07,paduaCryptoWall
1CjUrfkvtZYVyHwu5ycx8cJTm5YoUY7pwK,2016,77,144,0.00278254257523909,5276,0,1,5e+07,princetonLocky
1CJv7HnyQCLsnoVFbxaLr4ctWaCtss8rWY,2017,192,14,0.00111607142857143,1,0,2,4e+07,princetonCerber
1CJVfuPxVrpmzJKxsV1ur284EwzHJYHnWB,2016,71,2,0.5,1,0,1,5e+07,princetonLocky
1CjwNCnrbWoGLvSuXN1eUJCW6tTYTRpeZv,2017,55,12,0.25,1,0,2,1e+08,princetonCerber
1CjWNtTnt1FkuKL4uCM13eLFArnJDMC2ps,2016,202,0,1,1,0,1,2e+08,princetonLocky
1CJxiEK7DGf4Xs2C2N4LVH987xrjk9evvS,2016,361,0,0.25,1,0,2,8e+07,princetonCerber
1CJYbm14TUtL5whc9WRbXVUAq3ircgeUAs,2016,265,144,1.56182304448066,1280,0,1,4e+08,princetonLocky
1CK1sdhKbFg4Yh8d4oF2NjUFHPpZTod5bg,2016,354,144,0.159665011105352,844,0,2,8e+07,princetonCerber
1CK2RXTKcK4s99Ppwvgq9ykas1nYLrWya7,2016,160,2,0.25,1,0,2,1.2e+08,montrealCryptXXX
1CK2RXTKcK4s99Ppwvgq9ykas1nYLrWya7,2016,162,0,1,2,0,4,2.4e+08,montrealCryptXXX
1CK2RXTKcK4s99Ppwvgq9ykas1nYLrWya7,2016,180,144,0.000234409932305441,1405,0,2,1.2e+08,montrealCryptXXX
1CK6WPdyeoP71cRCRUXZwxAdUPAKra2Mgf,2016,240,0,0.125,1,0,1,3e+08,princetonLocky
1CKasfh8rAywPJPn9TJVzs6K7d7p44UMHK,2014,81,0,1,1,0,2,4e+07,paduaCryptoWall
1CKasfh8rAywPJPn9TJVzs6K7d7p44UMHK,2014,153,10,0.03125,1,0,1,4e+07,paduaCryptoWall
1CKbDAqne5Y5NZkYG9uXoEoFxxwfL5f192,2013,283,40,0.098953119913737,14,0,1,200500000,montrealCryptoLocker
1CKByt5uVxbAFqNquiYTpUs5k4s7MTJACj,2015,169,144,0.122419837420149,1773,0,1,2.04e+08,paduaCryptoWall
1CKByt5uVxbAFqNquiYTpUs5k4s7MTJACj,2015,161,10,0.125,1,0,1,218140569,paduaCryptoWall
1CKByt5uVxbAFqNquiYTpUs5k4s7MTJACj,2015,170,144,2.14543707327204,1589,0,1,2.04e+08,paduaCryptoWall
1CKByt5uVxbAFqNquiYTpUs5k4s7MTJACj,2015,177,4,0.125,1,0,2,2.08e+08,paduaCryptoWall
1CKByt5uVxbAFqNquiYTpUs5k4s7MTJACj,2015,154,4,0.125,1,0,1,227100000,paduaCryptoWall
1CKcg7SDU1JQW9EQhzACfugCMCBCqm3yaX,2017,17,4,0.0476190476190476,1,0,2,7.5e+07,princetonCerber
1CkcUQi39qU5ke6z4s5ikXytu7eviaNWJQ,2016,278,32,0.000244140625,1,0,2,1e+08,princetonCerber
1CKDK8qoWP1DYrCPudZyTH3LE7BB3C6W73,2016,111,6,0.0625,1,0,1,3e+08,princetonLocky
1CkfmcuMSde1zSCY15c3UigoWtbUVkkCdg,2016,184,0,0.5,1,0,2,90190000,princetonCerber
1CkfSgcAe7KkLa1dMBuqJijtjWieSvGfLx,2016,131,144,0.0834531721449164,6029,0,2,7e+07,princetonCerber
1CKGj5iBiZcay71i7wVbPZuPqWm68y8PRr,2016,84,144,0.0127712878872102,3500,0,1,1e+08,princetonLocky
1CkiqJwS6pCnT15EfKwWi7wFACccEmx8XW,2016,198,4,0.5,1,0,2,73320000,princetonCerber
1CkjnzSeZwF5LbVN5KbZaHyKwafc1eDVJN,2017,71,2,0.5,1,0,2,1e+08,princetonCerber
1CKjZMPPNcxz9d8Yqt2Z6k5tU8HzxKGo5x,2016,78,144,0.021567890744274,4186,0,1,5e+07,princetonLocky
1CkkgqjcZuLMgYpwu56uPk8qZE35pEN2gU,2015,261,4,0.2,1,0,1,3.08e+08,paduaCryptoWall
1CKKUkKMf82fxrzGTgPNr397ovKiYh6p9E,2016,127,144,0.481836432877734,5170,0,1,4.1e+08,princetonLocky
1CkMcaxFXybS9HsjSUXJpUjSEyhuJSB915,2016,280,0,0.5,1,0,2,8e+07,princetonCerber
1CKndEbH3YFiw5LQNmjHiNQBo8GoN2pTdd,2016,76,144,0.126915430629949,4422,0,1,501849585,princetonLocky
1CKoDrmmc6GRW86NaYbZrwWDtT2yT8YQeB,2017,134,0,0.5,1,0,2,112600000,princetonCerber
